col name	mean importance	std importance	description	min positive	max positive	mean positive	min negative	max negative	mean negative
PREV_HOUR_APPR_PROCESS_START_MIN	0.0032286712273501043	0.0017690638501980187	(Previous Application) MIN, Approximately at what hour did the client apply for the loan	0.0	22.0	10.22	0.0	20.0	9.99
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN	0.0030480295347476566	0.0017823619843453258	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.14	0.0	1.0	0.15
INSTAL_DBD_SUM	0.0030474840576562483	0.0022782964972469003	(Installments Payments) 	0.0	7304.0	369.6	0.0	3923.0	317.25
ACTIVE_DAYS_CREDIT_ENDDATE_MIN	0.002931126434539545	0.0008291078335010355	(Application) 	-41853.0	31198.0	719.16	-41834.0	31172.0	415.14
FLAG_PHONE	0.0028413077937546405	0.001797634197722324	(Application) Did client provide home phone (1=YES, 0=NO)	0.0	1.0	0.29	0.0	1.0	0.22
PREV_AMT_CREDIT_MEAN	0.0028272572743276558	0.0015464677488981826	(Previous Application) MEAN, Credit amount of the loan	0.0	3262266.0	161489.6	0.0	1499242.5	152960.07
INSTAL_AMT_PAYMENT_MIN	0.002788749598115308	0.0016927397770743536	(Installments Payments) MIN, What the client actually paid on previous credit on this installment	0.0	1278427.23	5099.8	0.0	401670.36	4330.46
APPROVED_CNT_PAYMENT_MEAN	0.002775351037516801	0.0021524913546264257	(Previous Application) MEAN, Term of previous credit at application of the previous application	0.0	72.0	12.88	0.0	60.0	13.22
BURO_AMT_CREDIT_SUM_DEBT_SUM	0.002705376571275754	0.0018882346115489217	(Bureau) SUM, Credit amount of the loan	-501423.21	38069829.0	545955.69	-2445.16	15972336.0	568176.15
CLOSED_DAYS_CREDIT_ENDDATE_MAX	0.00270473042811522	0.0019528127956585017	(Application) 	-2787.0	31198.0	529.95	-2691.0	31145.0	427.09
APPROVED_DAYS_DECISION_MAX	0.00268918687913914	0.0012284423662326707	(Previous Application) MAX, Relative to current application when was the decision about previous application made	-2922.0	0.0	-571.96	-2881.0	0.0	-550.97
INSTAL_PAYMENT_DIFF_MEAN	0.002682366983449074	0.0014358998728150507	(Installments Payments) 	-225000.0	75216.15	-448.26	-40219.26	15326.41	85.02
APPROVED_AMT_APPLICATION_MIN	0.002598590534652108	0.00140655285441448	(Previous Application) MIN, For how much credit did client ask on the previous application	0.0	3150000.0	71456.07	0.0	1354500.0	66045.52
BURO_DAYS_CREDIT_VAR	0.002582427012221557	0.0016254244369315082	(Bureau) How many days before current application did client apply for Credit Bureau credit	0.0	3990312.5	363290.71	0.0	3130002.0	282272.24
POS_MONTHS_BALANCE_MEAN	0.0025128823407904507	0.0012261617131488858	(POS CASH Balance) MEAN, Month of balance relative to application date (-1 means the freshest balance date)	-96.0	0.0	-29.93	-96.0	0.0	-28.69
APPROVED_RATE_DOWN_PAYMENT_MAX	0.0025117668213675915	0.0020926178635953404	(Previous Application) MAX, Down payment rate normalized on previous credit	0.0	0.85	0.11	0.0	0.67	0.09
BURO_AMT_CREDIT_SUM_SUM	0.002481731692239272	0.0012361944066485964	(Bureau) SUM, Credit amount of the loan	0.0	113612688.0	1651178.89	0.0	22994978.22	1483511.97
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN	0.0024665753579888924	0.000959195195175126	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.2	0.0	1.0	0.23
FLAG_DOCUMENT_3	0.0024291628653529047	0.0012150747285742777	(Application) Did client provide document 3	0.0	1.0	0.71	0.0	1.0	0.78
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE	0.0023975401208534484	0.0008641323561169008	(Installments Payments) Version of installment calendar (0 is for credit card) of previous credit. Change of installment version from month to month signifies that some parameter of payment calendar has changed	0.0	28.0	2.15	0.0	19.0	2.14
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN	0.0023863957245723573	0.0015931593299251662	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.14	0.0	1.0	0.15
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX	0.002326485676464019	0.002368902851472894	(Application) 	-7419.28	26098366.5	430070.47	0.0	11358292.5	413196.99
CC_AMT_PAYMENT_CURRENT_MEAN	0.002314080559500391	0.002159192744771602	(Credit Card Balance) MEAN, How much did the client pay during the month on the previous credit	0.0	614367.71	3301.97	0.0	273361.33	4713.7
AMT_REQ_CREDIT_BUREAU_YEAR	0.002288363163140133	0.0018176601114316014	(Application) Number of enquiries to Credit Bureau about the client one day year (excluding last 3 months before application)	0.0	16.0	1.62	0.0	11.0	1.65
ACTIVE_DAYS_CREDIT_UPDATE_MEAN	0.002281602738153848	0.0012719641236786903	(Application) 	-2804.0	0.0	-91.28	-2039.0	0.0	-68.39
POS_NAME_CONTRACT_STATUS_Active_MEAN	0.0022754854736716894	0.0018701767109305341	(POS CASH Balance) MEAN, Contract status during the month	0.0	1.0	0.85	0.0	1.0	0.86
BURO_CREDIT_ACTIVE_Closed_MEAN	0.0022639835768303368	0.002958678106989703	(Bureau) MEAN, Status of the Credit Bureau (CB) reported credits	0.0	1.0	0.51	0.0	1.0	0.4
INSTAL_PAYMENT_DIFF_VAR	0.0022621927195290064	0.001961880566324528	(Installments Payments) 	0.0	265860030357.07	382782760.24	0.0	61157137445.07	268391238.38
INSTAL_AMT_INSTALMENT_MEAN	0.0021310754251017477	0.0018175550786670492	(Installments Payments) MEAN, What was the prescribed installment amount of previous credit on this installment	0.0	1278427.23	17788.84	0.0	401670.36	16195.84
APPROVED_HOUR_APPR_PROCESS_START_MIN	0.0021217419431732425	0.0015430019386840263	(Previous Application) MIN, Approximately at what hour did the client apply for the loan	0.0	22.0	10.63	0.0	21.0	10.46
BURO_AMT_CREDIT_SUM_DEBT_MEAN	0.0021074225989708784	0.002474826481782959	(Bureau) MEAN, Credit amount of the loan	-83570.53	17347909.5	135776.83	-815.06	3798000.0	123907.1
INSTAL_DPD_MAX	0.0021017191773620514	0.0012288586101993361	(Installments Payments) 	0.0	2455.0	16.08	0.0	2085.0	15.24
INSTAL_COUNT	0.0020755072915487126	0.0013733579490673791	(Installments Payments) 	0.0	315.0	37.33	0.0	274.0	34.87
INSTAL_DBD_MEAN	0.0020751641489425835	0.001633329932015805	(Installments Payments) 	0.0	126.78	11.78	0.0	128.25	11.24
REFUSED_DAYS_DECISION_MIN	0.002060001101676122	0.0018288715401949672	(Previous Application) MIN, Relative to current application when was the decision about previous application made	-2918.0	0.0	-303.82	-2878.0	0.0	-352.99
INSTAL_DAYS_ENTRY_PAYMENT_SUM	0.0020554068042915544	0.0019808345906671293	(Installments Payments) SUM, When was the installments of previous credit paid actually (relative to application date of current loan)	-421651.0	0.0	-39531.15	-369898.0	0.0	-33369.59
ACTIVE_DAYS_CREDIT_MAX	0.001961698379563867	0.0020992238190377234	(Application) 	-2905.0	0.0	-297.59	-2799.0	0.0	-222.61
BURO_CREDIT_TYPE_Credit card_MEAN	0.0018116925444037623	0.0013607154090685449	(Bureau) MEAN, Type of Credit Bureau credit (Car, cash,...)	0.0	1.0	0.2	0.0	1.0	0.22
PREV_AMT_CREDIT_MIN	0.0017985782430679552	0.0010516622079051934	(Previous Application) MIN, Credit amount of the loan	0.0	3150000.0	45985.7	0.0	677664.0	41720.84
PREV_DAYS_DECISION_MIN	0.0016184230573342792	0.0020426845970986205	(Previous Application) MIN, Relative to current application when was the decision about previous application made	-2922.0	0.0	-1457.02	-2902.0	0.0	-1314.31
PREV_AMT_CREDIT_MAX	0.0016107612645848046	0.0007244868556293867	(Previous Application) MAX, Credit amount of the loan	0.0	3749053.5	392491.03	0.0	2517300.0	375098.09
AMT_INCOME_TOTAL	0.0016095555211281644	0.0008594328815044363	(Application) Income of the client	25650.0	2250000.0	168368.6	36000.0	117000000.0	260827.41
OWN_CAR_AGE	0.001571822266822947	0.0008258637652230473	(Application) Age of client's car	0.0	65.0	4.01	0.0	65.0	4.23
PREV_NAME_CLIENT_TYPE_Repeater_MEAN	0.0015147956123444926	0.001249688391943092	(Previous Application) MEAN, Was the client old or new client when applying for the previous application	0.0	1.0	0.52	0.0	1.0	0.51
ACTIVE_DAYS_CREDIT_MEAN	0.001448581250688732	0.0015562224150909884	(Application) 	-2905.0	0.0	-461.76	-2799.0	0.0	-378.65
ACTIVE_AMT_CREDIT_SUM_MEAN	0.0014091501663076153	0.0008078758075018987	(Application) 	0.0	46350000.0	408733.05	0.0	7155000.0	314295.36
APPROVED_AMT_CREDIT_MEAN	0.001368582724814922	0.0019759329230031185	(Previous Application) MEAN, Credit amount of the loan	0.0	3262266.0	175333.77	0.0	1515415.5	159185.78
REFUSED_AMT_CREDIT_MEAN	0.001358639208719354	0.0013688615369663996	(Previous Application) MEAN, Credit amount of the loan	0.0	3524220.0	106108.16	0.0	2250000.0	129245.87
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN	0.0013323895935185258	0.0014683631969357666	(Previous Application) MEAN, What kind of goods did the client apply for in the previous application	0.0	1.0	0.16	0.0	1.0	0.19
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN	0.0012788438484230172	0.0009873395493563727	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.14	0.0	1.0	0.15
CLOSED_DAYS_CREDIT_ENDDATE_MEAN	0.0012773070099891637	0.0008534577274662996	(Application) 	-21342.0	31192.0	-436.66	-7192.83	27392.0	-270.62
APPROVED_AMT_ANNUITY_MEAN	0.0012728884866631087	0.0011019784648564756	(Previous Application) MEAN, Loan annuity	0.0	122988.82	13268.53	0.0	90489.03	11868.39
APPROVED_CNT_PAYMENT_SUM	0.0012493981808391116	0.0007478967536835474	(Previous Application) SUM, Term of previous credit at application of the previous application	0.0	474.0	41.02	0.0	324.0	39.32
PREV_NAME_PORTFOLIO_Cards_MEAN	0.0012357980105819817	0.0007161843943154151	(Previous Application) MEAN, Was the previous application for CASH, POS, CAR, ï¿½	0.0	1.0	0.07	0.0	1.0	0.08
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN	0.0012265212622899779	0.0014513056355560904	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.14	0.0	1.0	0.14
CLOSED_DAYS_CREDIT_VAR	0.0011840401879259692	0.0011200903706658732	(Application) 	0.0	3936818.0	247476.77	0.0	3130002.0	207517.43
PREV_NAME_PRODUCT_TYPE_XNA_MEAN	0.0011736793679418152	0.0009139449367251626	(Previous Application) MEAN, Was the previous application x-sell o walk-in	0.0	1.0	0.68	0.0	1.0	0.67
INSTAL_AMT_PAYMENT_MAX	0.0011604833375237216	0.001002990060123772	(Installments Payments) MAX, What the client actually paid on previous credit on this installment	0.0	3071837.56	134086.72	0.0	2211511.0	129184.32
PREV_RATE_DOWN_PAYMENT_MAX	0.0011051812083714278	0.0008678340605519602	(Previous Application) MAX, Down payment rate normalized on previous credit	0.0	0.85	0.11	0.0	0.67	0.09
PREV_AMT_APPLICATION_MIN	0.0010951114753337682	0.0008774318145993007	(Previous Application) MIN, For how much credit did client ask on the previous application	0.0	3150000.0	41975.79	0.0	675000.0	38223.41
PREV_NAME_GOODS_CATEGORY_XNA_MEAN	0.0010854438284250165	0.0023570575236517644	(Previous Application) MEAN, What kind of goods did the client apply for in the previous application	0.0	1.0	0.4	0.0	1.0	0.43
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN	0.0010807004564439566	0.0007511310268543962	(Application) 	-167141.07	19727469.0	257469.59	-1222.58	5324112.0	209179.7
CC_CNT_DRAWINGS_CURRENT_MEAN	0.0010173204719002077	0.0018839443169322376	(Credit Card Balance) MEAN, Number of drawings during this month on the previous credit	0.0	55.0	0.35	0.0	54.67	0.78
ACTIVE_AMT_CREDIT_SUM_MAX	0.001005653201035137	0.0007919388156594643	(Application) 	0.0	92070000.0	672715.93	0.0	11475000.0	617251.94
REFUSED_CNT_PAYMENT_SUM	0.0009816349567493983	0.001864770638588644	(Previous Application) SUM, Term of previous credit at application of the previous application	0.0	1080.0	15.11	0.0	978.0	25.88
ACTIVE_DAYS_CREDIT_MIN	0.0009728737486283445	0.0012495026337993353	(Application) 	-2922.0	0.0	-660.4	-2894.0	0.0	-587.68
PREV_CHANNEL_TYPE_Country-wide_MEAN	0.0009655186418593488	0.0012205148086119923	(Previous Application) MEAN, Through which channel we acquired the client on the previous application	0.0	1.0	0.35	0.0	1.0	0.35
PREV_AMT_ANNUITY_MAX	0.0008861821194042241	0.0010207059677685014	(Previous Application) MAX, Loan annuity	0.0	215427.06	22483.56	0.0	192620.34	20695.77
PREV_NAME_YIELD_GROUP_XNA_MEAN	0.000865339500522599	0.0009599522911630091	(Previous Application) MEAN, Grouped interest rate into small medium and high of the previous application	0.0	1.0	0.22	0.0	1.0	0.24
PREV_AMT_APPLICATION_MEAN	0.0008621482690829695	0.00043483042726638946	(Previous Application) MEAN, For how much credit did client ask on the previous application	0.0	3150000.0	146398.06	0.0	1350000.0	135410.85
APPROVED_AMT_ANNUITY_MIN	0.0008572047116409704	0.0006947989361836348	(Previous Application) MIN, Loan annuity	0.0	122988.82	7855.8	0.0	48887.32	7345.63
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN	0.0008052825521286613	0.0008229612855423318	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.29	0.0	1.0	0.27
APPROVED_HOUR_APPR_PROCESS_START_MEAN	0.0008045497803551769	0.0008923623471426686	(Previous Application) MEAN, Approximately at what hour did the client apply for the loan	0.0	22.0	12.11	0.0	21.0	11.81
POS_SK_DPD_MEAN	0.000799484941164745	0.0010087588243584144	(POS CASH Balance) MEAN, DPD (days past due) during the month of previous credit	0.0	2078.85	3.7	0.0	1985.05	6.9
CC_CNT_DRAWINGS_CURRENT_VAR	0.0007985519591141507	0.0001765664815989876	(Credit Card Balance) Number of drawings during this month on the previous credit	0.0	2200.1	3.18	0.0	1367.87	8.65
BURO_AMT_ANNUITY_MEAN	0.00078159338437629	0.0007042257437049986	(Bureau) MEAN, Loan annuity	0.0	27282428.75	6421.31	0.0	88088.58	3065.09
YEARS_BEGINEXPLUATATION_MODE	0.0007494217392774084	0.0010012722351323863	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.51	0.0	1.0	0.43
PREV_NAME_YIELD_GROUP_middle_MEAN	0.0007449321239947579	0.0007665966559676513	(Previous Application) MEAN, Grouped interest rate into small medium and high of the previous application	0.0	1.0	0.24	0.0	1.0	0.22
CC_AMT_INST_MIN_REGULARITY_VAR	0.0007242816210223875	0.0014902426838407617	(Credit Card Balance) Minimal installment for this month of the previous credit	0.0	530679582.94	4251176.02	0.0	370076354.36	7447447.26
PREV_AMT_DOWN_PAYMENT_MEAN	0.0007216785040852993	0.0008805691428010828	(Previous Application) MEAN, Down payment on the previous application	0.0	742500.0	6228.52	0.0	315000.0	4772.39
APPROVED_AMT_APPLICATION_MAX	0.0007065731316861828	0.00095912454555357	(Previous Application) MAX, For how much credit did client ask on the previous application	0.0	4185000.0	297792.02	0.0	2250000.0	253990.14
POS_COUNT	0.0007015088767862365	0.0009781141234271847	(POS CASH Balance) 	0.0	197.0	27.68	0.0	205.0	25.13
PREV_NAME_CONTRACT_STATUS_Approved_MEAN	0.0006921520998488988	0.0007878596732066962	(Previous Application) MEAN, Contract status during the month	0.0	1.0	0.71	0.0	1.0	0.66
APPROVED_AMT_DOWN_PAYMENT_MEAN	0.0006888984325323529	0.0010080393636019394	(Previous Application) MEAN, Down payment on the previous application	0.0	450000.0	6283.04	0.0	315000.0	5029.41
LANDAREA_MODE	0.0006440382976546093	0.0007278785660901192	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	1.0	0.02
BURO_DAYS_CREDIT_ENDDATE_MAX	0.0006305081977584576	0.0006526477216114815	(Bureau) MAX, How many days before current application did client apply for Credit Bureau credit	-2787.0	31198.0	3706.16	-2652.0	31198.0	4178.08
INSTAL_AMT_INSTALMENT_MAX	0.0006217729441630143	0.0006271492302322777	(Installments Payments) MAX, What was the prescribed installment amount of previous credit on this installment	0.0	3071837.56	132354.84	0.0	2211511.0	128081.72
BURO_STATUS_X_MEAN_MEAN	0.0006104510581170948	0.0004358153604296049	(Bureau) MEAN, Status of Credit Bureau loan during the month (active, closed, DPD0-30,ï¿½ [C means closed, X means status unknown, 0 means no DPD, 1 means maximal did during month between 1-30, 2 means DPD 31-60,ï¿½ 5 means DPD 120+ or sold or written off ] )	0.0	1.0	0.06	0.0	1.0	0.06
REFUSED_CNT_PAYMENT_MEAN	0.0005982858303120349	0.0008003136136463476	(Previous Application) MEAN, Term of previous credit at application of the previous application	0.0	84.0	5.82	0.0	60.0	8.3
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN	0.0005781577769006854	0.00058655404270259	(Previous Application) MEAN, Who was accompanying client when he was applying for the loan	0.0	1.0	0.27	0.0	1.0	0.27
POS_NAME_CONTRACT_STATUS_Completed_MEAN	0.000558203855984847	0.0006364819074944744	(POS CASH Balance) MEAN, Contract status during the month	0.0	1.0	0.08	0.0	1.0	0.08
PREV_NAME_PORTFOLIO_Cash_MEAN	0.0005558643567026278	0.000569360945469826	(Previous Application) MEAN, Was the previous application for CASH, POS, CAR, ï¿½	0.0	1.0	0.2	0.0	1.0	0.2
HOUR_APPR_PROCESS_START	0.000554457091612278	0.0005718647107205063	(Application) Approximately at what hour did the client apply for the loan	1.0	23.0	12.11	1.0	21.0	11.77
BURO_AMT_CREDIT_SUM_MEAN	0.0005352651726086672	0.0009421510672910933	(Bureau) MEAN, Credit amount of the loan	0.0	31831395.0	327833.49	0.0	3798000.0	256131.28
PREV_AMT_ANNUITY_MEAN	0.0005296944661438125	0.001426202520121545	(Previous Application) MEAN, Loan annuity	0.0	122988.82	13823.61	0.0	112187.0	12892.89
INSTAL_DPD_SUM	0.0005172848810874402	0.0007034148671926383	(Installments Payments) 	0.0	9442.0	36.82	0.0	2085.0	35.03
INSTAL_AMT_PAYMENT_MEAN	0.00045779671148370095	0.00043784789310622526	(Installments Payments) MEAN, What the client actually paid on previous credit on this installment	0.0	1278427.23	18236.62	0.0	401670.36	16098.01
BURO_DAYS_CREDIT_ENDDATE_MIN	0.00045121572845481755	0.0005569282533843172	(Bureau) MIN, How many days before current application did client apply for Credit Bureau credit	-41873.0	31194.0	-880.01	-42013.0	27538.0	-726.4
CLOSED_DAYS_CREDIT_MAX	0.0004332849489981427	0.00034421495861839394	(Application) 	-2922.0	0.0	-696.28	-2922.0	0.0	-526.83
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN	0.0004322893880876547	0.00032073663050514317	(Previous Application) MEAN, Purpose of the cash loan	0.0	1.0	0.27	0.0	1.0	0.27
PREV_NAME_PORTFOLIO_XNA_MEAN	0.00042923229297584306	0.0006485937839778008	(Previous Application) MEAN, Was the previous application for CASH, POS, CAR, ï¿½	0.0	1.0	0.14	0.0	1.0	0.16
